event,gender,fighter1,fighter2,fight,winner,Method,Round,Time,Time format,duration
UFC Fight Night: Namajunas vs. Cortez,0,Viviane Araujo,Jasmine Jasudavicius,UFC Fight Night: Namajunas vs. Cortez: Viviane Araujo v Jasmine Jasudavicius,,,,,,
UFC Fight Night: Namajunas vs. Cortez,1,Santiago Ponzinibbio,Muslim Salikhov,UFC Fight Night: Namajunas vs. Cortez: Santiago Ponzinibbio v Muslim Salikhov,,,,,,
UFC Fight Night: Namajunas vs. Cortez,1,Josh Fremd,Andre Petroski,UFC Fight Night: Namajunas vs. Cortez: Josh Fremd v Andre Petroski,,,,,,
UFC Fight Night: Namajunas vs. Cortez,0,Luana Santos,Mariya Agapova,UFC Fight Night: Namajunas vs. Cortez: Luana Santos v Mariya Agapova,,,,,,
UFC Fight Night: Namajunas vs. Cortez,0,Rose Namajunas,Tracy Cortez,UFC Fight Night: Namajunas vs. Cortez: Rose Namajunas v Tracy Cortez,,,,,,
UFC Fight Night: Namajunas vs. Cortez,1,Julian Erosa,Christian Rodriguez,UFC Fight Night: Namajunas vs. Cortez: Julian Erosa v Christian Rodriguez,,,,,,
UFC Fight Night: Namajunas vs. Cortez,1,Drew Dober,Mike Davis,UFC Fight Night: Namajunas vs. Cortez: Drew Dober v Mike Davis,,,,,,
UFC Fight Night: Namajunas vs. Cortez,1,Abdul Razak Alhassan,Cody Brundage,UFC Fight Night: Namajunas vs. Cortez: Abdul Razak Alhassan v Cody Brundage,,,,,,
UFC Fight Night: Namajunas vs. Cortez,1,Gabriel Bonfim,Ange Loosa,UFC Fight Night: Namajunas vs. Cortez: Gabriel Bonfim v Ange Loosa,,,,,,
UFC 303: Pereira vs. Prochazka 2,1,Andrei Arlovski,Martin Buday,UFC 303: Pereira vs. Prochazka 2: Andrei Arlovski v Martin Buday,Martin Buday,Decision - Split,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Ricky Simon,Vinicius Oliveira,UFC 303: Pereira vs. Prochazka 2: Ricky Simon v Vinicius Oliveira,Vinicius Oliveira,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Dan Ige,Diego Lopes,UFC 303: Pereira vs. Prochazka 2: Dan Ige v Diego Lopes,Diego Lopes,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Alex Pereira,Jiri Prochazka,UFC 303: Pereira vs. Prochazka 2: Alex Pereira v Jiri Prochazka,Alex Pereira,KO/TKO,2,0.21666666666666667,5 Rnd (5-5-5-5-5),5.216666666666667
UFC 303: Pereira vs. Prochazka 2,1,Joe Pyfer,Marc-Andre Barriault,UFC 303: Pereira vs. Prochazka 2: Joe Pyfer v Marc-Andre Barriault,Joe Pyfer,KO/TKO,1,1.4166666666666667,3 Rnd (5-5-5),1.4166666666666667
UFC 303: Pereira vs. Prochazka 2,0,Michelle Waterson-Gomez,Gillian Robertson,UFC 303: Pereira vs. Prochazka 2: Michelle Waterson-Gomez v Gillian Robertson,Gillian Robertson,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Rei Tsuruya,Carlos Hernandez,UFC 303: Pereira vs. Prochazka 2: Rei Tsuruya v Carlos Hernandez,Rei Tsuruya,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Anthony Smith,Roman Dolidze,UFC 303: Pereira vs. Prochazka 2: Anthony Smith v Roman Dolidze,Roman Dolidze,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Ian Machado Garry,Michael Page,UFC 303: Pereira vs. Prochazka 2: Ian Machado Garry v Michael Page,Ian Machado Garry,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Charles Jourdain,Jean Silva,UFC 303: Pereira vs. Prochazka 2: Charles Jourdain v Jean Silva,Jean Silva,KO/TKO,2,1.3666666666666667,3 Rnd (5-5-5),6.366666666666667
UFC 303: Pereira vs. Prochazka 2,0,Mayra Bueno Silva,Macy Chiasson,UFC 303: Pereira vs. Prochazka 2: Mayra Bueno Silva v Macy Chiasson,Macy Chiasson,TKO - Doctor's Stoppage,2,1.9666666666666668,3 Rnd (5-5-5),6.966666666666667
UFC 303: Pereira vs. Prochazka 2,1,Cub Swanson,Andre Fili,UFC 303: Pereira vs. Prochazka 2: Cub Swanson v Andre Fili,Andre Fili,Decision - Split,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Payton Talbott,Yanis Ghemmouri,UFC 303: Pereira vs. Prochazka 2: Payton Talbott v Yanis Ghemmouri,Payton Talbott,KO/TKO,1,0.31666666666666665,3 Rnd (5-5-5),0.31666666666666665
UFC Fight Night: Whittaker vs. Aliskerov,1,Robert Whittaker,Ikram Aliskerov,UFC Fight Night: Whittaker vs. Aliskerov: Robert Whittaker v Ikram Aliskerov,Robert Whittaker,KO/TKO,1,1.8166666666666667,5 Rnd (5-5-5-5-5),1.8166666666666667
UFC Fight Night: Whittaker vs. Aliskerov,1,Nasrat Haqparast,Jared Gordon,UFC Fight Night: Whittaker vs. Aliskerov: Nasrat Haqparast v Jared Gordon,Nasrat Haqparast,Decision - Split,3,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Whittaker vs. Aliskerov,1,Magomed Gadzhiyasulov,Brendson Ribeiro,UFC Fight Night: Whittaker vs. Aliskerov: Magomed Gadzhiyasulov v Brendson Ribeiro,Magomed Gadzhiyasulov,Decision - Majority,3,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Whittaker vs. Aliskerov,1,Kelvin Gastelum,Daniel Rodriguez,UFC Fight Night: Whittaker vs. Aliskerov: Kelvin Gastelum v Daniel Rodriguez,Kelvin Gastelum,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Whittaker vs. Aliskerov,1,Sergei Pavlovich,Alexander Volkov,UFC Fight Night: Whittaker vs. Aliskerov: Sergei Pavlovich v Alexander Volkov,Alexander Volkov,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Whittaker vs. Aliskerov,1,Shara Magomedov,Antonio Trocoli,UFC Fight Night: Whittaker vs. Aliskerov: Shara Magomedov v Antonio Trocoli,Shara Magomedov,KO/TKO,3,2.45,3 Rnd (5-5-5),12.45
UFC Fight Night: Whittaker vs. Aliskerov,1,Johnny Walker,Volkan Oezdemir,UFC Fight Night: Whittaker vs. Aliskerov: Johnny Walker v Volkan Oezdemir,Volkan Oezdemir,KO/TKO,1,2.466666666666667,3 Rnd (5-5-5),2.466666666666667
UFC Fight Night: Whittaker vs. Aliskerov,1,Rinat Fakhretdinov,Nicolas Dalby,UFC Fight Night: Whittaker vs. Aliskerov: Rinat Fakhretdinov v Nicolas Dalby,Rinat Fakhretdinov,Decision - Split,3,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Whittaker vs. Aliskerov,1,Muhammad Naimov,Felipe Lima,UFC Fight Night: Whittaker vs. Aliskerov: Muhammad Naimov v Felipe Lima,Felipe Lima,Submission,3,1.25,3 Rnd (5-5-5),11.25
UFC Fight Night: Whittaker vs. Aliskerov,1,Xiao Long,ChangHo Lee,UFC Fight Night: Whittaker vs. Aliskerov: Xiao Long v ChangHo Lee,ChangHo Lee,Decision - Split,3,5.0,3 Rnd + OT (5-5-5-5),15.0
UFC Fight Night: Whittaker vs. Aliskerov,1,Kyung Ho Kang,Muin Gafurov,UFC Fight Night: Whittaker vs. Aliskerov: Kyung Ho Kang v Muin Gafurov,Muin Gafurov,Decision - Unanimous,3,5.0,3 Rnd (5-5-5),15.0
UFC 303: Pereira vs. Prochazka 2,1,Brian Ortega,Diego Lopes,UFC 303: Pereira vs. Prochazka 2: Brian Ortega v Diego Lopes,,,,,,
UFC Fight Night: Perez vs. Taira,1,Josh Quinlan,Adam Fugitt,UFC Fight Night: Perez vs. Taira: Josh Quinlan v Adam Fugitt,Adam Fugitt,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Perez vs. Taira,1,Alex Perez,Tatsuro Taira,UFC Fight Night: Perez vs. Taira: Alex Perez v Tatsuro Taira,Tatsuro Taira,KO/TKO,2.0,2.9833333333333334,5 Rnd (5-5-5-5-5),7.983333333333333
UFC Fight Night: Perez vs. Taira,1,Timmy Cuamba,Lucas Almeida,UFC Fight Night: Perez vs. Taira: Timmy Cuamba v Lucas Almeida,Lucas Almeida,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Perez vs. Taira,1,Douglas Silva de Andrade,Miles Johns,UFC Fight Night: Perez vs. Taira: Douglas Silva de Andrade v Miles Johns,Miles Johns,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Perez vs. Taira,1,Melquizael Costa,Shayilan Nuerdanbieke,UFC Fight Night: Perez vs. Taira: Melquizael Costa v Shayilan Nuerdanbieke,Melquizael Costa,Submission,3.0,1.8333333333333333,3 Rnd (5-5-5),11.833333333333334
UFC Fight Night: Perez vs. Taira,0,Carli Judice,Gabriella Fernandes,UFC Fight Night: Perez vs. Taira: Carli Judice v Gabriella Fernandes,Gabriella Fernandes,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Perez vs. Taira,1,Brady Hiestand,Garrett Armfield,UFC Fight Night: Perez vs. Taira: Brady Hiestand v Garrett Armfield,Brady Hiestand,Submission,3.0,1.8666666666666667,3 Rnd (5-5-5),11.866666666666667
UFC Fight Night: Perez vs. Taira,0,Josefine Knutsson,Julia Polastri,UFC Fight Night: Perez vs. Taira: Josefine Knutsson v Julia Polastri,Josefine Knutsson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Perez vs. Taira,1,Jeka Saragih,Westin Wilson,UFC Fight Night: Perez vs. Taira: Jeka Saragih v Westin Wilson,Westin Wilson,Submission,1.0,1.8166666666666669,3 Rnd (5-5-5),1.8166666666666669
UFC Fight Night: Perez vs. Taira,1,Asu Almabayev,Jose Johnson,UFC Fight Night: Perez vs. Taira: Asu Almabayev v Jose Johnson,Asu Almabayev,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Perez vs. Taira,1,Jimmy Flick,Nate Maness,UFC Fight Night: Perez vs. Taira: Jimmy Flick v Nate Maness,Nate Maness,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,1,Dominick Reyes,Dustin Jacoby,UFC Fight Night: Cannonier vs. Imavov: Dominick Reyes v Dustin Jacoby,Dominick Reyes,KO/TKO,1.0,2.0,3 Rnd (5-5-5),2.0
UFC Fight Night: Cannonier vs. Imavov,1,Brad Katona,Jesse Butler,UFC Fight Night: Cannonier vs. Imavov: Brad Katona v Jesse Butler,Brad Katona,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,0,Eduarda Moura,Denise Gomes,UFC Fight Night: Cannonier vs. Imavov: Eduarda Moura v Denise Gomes,Denise Gomes,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,1,Julian Marquez,Zach Reese,UFC Fight Night: Cannonier vs. Imavov: Julian Marquez v Zach Reese,Zach Reese,KO/TKO,1.0,0.3333333333333333,3 Rnd (5-5-5),0.3333333333333333
UFC Fight Night: Cannonier vs. Imavov,1,Charles Radtke,Carlos Prates,UFC Fight Night: Cannonier vs. Imavov: Charles Radtke v Carlos Prates,Carlos Prates,KO/TKO,1.0,4.783333333333333,3 Rnd (5-5-5),4.783333333333333
UFC Fight Night: Cannonier vs. Imavov,1,Cody Stamann,Taylor Lapilus,UFC Fight Night: Cannonier vs. Imavov: Cody Stamann v Taylor Lapilus,Taylor Lapilus,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,1,John Castaneda,Daniel Marcos,UFC Fight Night: Cannonier vs. Imavov: John Castaneda v Daniel Marcos,Daniel Marcos,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,0,Andrea Lee,Montana De La Rosa,UFC Fight Night: Cannonier vs. Imavov: Andrea Lee v Montana De La Rosa,Montana De La Rosa,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,1,Miguel Baeza,Punahele Soriano,UFC Fight Night: Cannonier vs. Imavov: Miguel Baeza v Punahele Soriano,Punahele Soriano,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,0,Rayanne dos Santos,Puja Tomar,UFC Fight Night: Cannonier vs. Imavov: Rayanne dos Santos v Puja Tomar,Puja Tomar,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,1,Jared Cannonier,Nassourdine Imavov,UFC Fight Night: Cannonier vs. Imavov: Jared Cannonier v Nassourdine Imavov,Nassourdine Imavov,KO/TKO,4.0,1.5666666666666669,5 Rnd (5-5-5-5-5),16.566666666666666
UFC Fight Night: Cannonier vs. Imavov,1,Brunno Ferreira,Dustin Stoltzfus,UFC Fight Night: Cannonier vs. Imavov: Brunno Ferreira v Dustin Stoltzfus,Brunno Ferreira,KO/TKO,1.0,4.85,3 Rnd (5-5-5),4.85
UFC Fight Night: Cannonier vs. Imavov,1,Thiago Moises,Ludovit Klein,UFC Fight Night: Cannonier vs. Imavov: Thiago Moises v Ludovit Klein,Ludovit Klein,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Cannonier vs. Imavov,1,Raul Rosas Jr.,Ricky Turcios,UFC Fight Night: Cannonier vs. Imavov: Raul Rosas Jr. v Ricky Turcios,Raul Rosas Jr.,Submission,2.0,2.3666666666666667,3 Rnd (5-5-5),7.366666666666667
UFC 302: Makhachev vs. Poirier,1,Jailton Almeida,Alexandr Romanov,UFC 302: Makhachev vs. Poirier: Jailton Almeida v Alexandr Romanov,Jailton Almeida,Submission,1.0,2.45,3 Rnd (5-5-5),2.45
UFC 302: Makhachev vs. Poirier,1,Sean Strickland,Paulo Costa,UFC 302: Makhachev vs. Poirier: Sean Strickland v Paulo Costa,Sean Strickland,Decision - Split,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC 302: Makhachev vs. Poirier,1,Grant Dawson,Joe Solecki,UFC 302: Makhachev vs. Poirier: Grant Dawson v Joe Solecki,Grant Dawson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,0,Ailin Perez,Joselyne Edwards,UFC 302: Makhachev vs. Poirier: Ailin Perez v Joselyne Edwards,Ailin Perez,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,1,Niko Price,Alex Morono,UFC 302: Makhachev vs. Poirier: Niko Price v Alex Morono,Niko Price,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,1,Cesar Almeida,Roman Kopylov,UFC 302: Makhachev vs. Poirier: Cesar Almeida v Roman Kopylov,Roman Kopylov,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,1,Randy Brown,Elizeu Zaleski dos Santos,UFC 302: Makhachev vs. Poirier: Randy Brown v Elizeu Zaleski dos Santos,Randy Brown,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,1,Mitch Raposo,Andre Lima,UFC 302: Makhachev vs. Poirier: Mitch Raposo v Andre Lima,Andre Lima,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,1,Kevin Holland,Michal Oleksiejczuk,UFC 302: Makhachev vs. Poirier: Kevin Holland v Michal Oleksiejczuk,Kevin Holland,Submission,1.0,1.5666666666666669,3 Rnd (5-5-5),1.5666666666666669
UFC 302: Makhachev vs. Poirier,1,Islam Makhachev,Dustin Poirier,UFC 302: Makhachev vs. Poirier: Islam Makhachev v Dustin Poirier,Islam Makhachev,Submission,5.0,2.7,5 Rnd (5-5-5-5-5),22.7
UFC 302: Makhachev vs. Poirier,1,Phil Rowe,Jake Matthews,UFC 302: Makhachev vs. Poirier: Phil Rowe v Jake Matthews,Jake Matthews,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 302: Makhachev vs. Poirier,1,Mickey Gall,Bassil Hafez,UFC 302: Makhachev vs. Poirier: Mickey Gall v Bassil Hafez,Bassil Hafez,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Barboza vs. Murphy,1,Adrian Yanez,Vinicius Salvador,UFC Fight Night: Barboza vs. Murphy: Adrian Yanez v Vinicius Salvador,Adrian Yanez,KO/TKO,1.0,2.783333333333333,3 Rnd (5-5-5),2.783333333333333
UFC Fight Night: Barboza vs. Murphy,1,Khaos Williams,Carlston Harris,UFC Fight Night: Barboza vs. Murphy: Khaos Williams v Carlston Harris,Khaos Williams,KO/TKO,1.0,1.5,3 Rnd (5-5-5),1.5
UFC Fight Night: Barboza vs. Murphy,1,Alatengheili,Kleydson Rodrigues,UFC Fight Night: Barboza vs. Murphy: Alatengheili v Kleydson Rodrigues,Alatengheili,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Barboza vs. Murphy,0,Piera Rodriguez,Ariane Carnelossi,UFC Fight Night: Barboza vs. Murphy: Piera Rodriguez v Ariane Carnelossi,Ariane Carnelossi,DQ,2.0,3.2666666666666666,3 Rnd (5-5-5),8.266666666666666
UFC Fight Night: Barboza vs. Murphy,1,Oumar Sy,Tuco Tokkos,UFC Fight Night: Barboza vs. Murphy: Oumar Sy v Tuco Tokkos,Oumar Sy,Submission,1.0,3.716666666666667,3 Rnd (5-5-5),3.716666666666667
UFC Fight Night: Barboza vs. Murphy,1,Victor Martinez,Tom Nolan,UFC Fight Night: Barboza vs. Murphy: Victor Martinez v Tom Nolan,Tom Nolan,KO/TKO,1.0,3.8333333333333335,3 Rnd (5-5-5),3.8333333333333335
UFC Fight Night: Barboza vs. Murphy,1,Abus Magomedov,Warlley Alves,UFC Fight Night: Barboza vs. Murphy: Abus Magomedov v Warlley Alves,Abus Magomedov,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Barboza vs. Murphy,0,Tamires Vidal,Melissa Gatto,UFC Fight Night: Barboza vs. Murphy: Tamires Vidal v Melissa Gatto,Melissa Gatto,KO/TKO,3.0,0.6166666666666667,3 Rnd (5-5-5),10.616666666666667
UFC Fight Night: Barboza vs. Murphy,1,Themba Gorimbo,Ramiz Brahimaj,UFC Fight Night: Barboza vs. Murphy: Themba Gorimbo v Ramiz Brahimaj,Themba Gorimbo,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Barboza vs. Murphy,0,Vanessa Demopoulos,Emily Ducote,UFC Fight Night: Barboza vs. Murphy: Vanessa Demopoulos v Emily Ducote,Vanessa Demopoulos,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Barboza vs. Murphy,1,Edson Barboza,Lerone Murphy,UFC Fight Night: Barboza vs. Murphy: Edson Barboza v Lerone Murphy,Lerone Murphy,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Barboza vs. Murphy,0,Luana Pinheiro,Angela Hill,UFC Fight Night: Barboza vs. Murphy: Luana Pinheiro v Angela Hill,Angela Hill,Submission,2.0,4.2,3 Rnd (5-5-5),9.2
UFC Fight Night: Lewis vs. Nascimento,1,Joaquin Buckley,Nursulton Ruziboev,UFC Fight Night: Lewis vs. Nascimento: Joaquin Buckley v Nursulton Ruziboev,Joaquin Buckley,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,1,Charles Johnson,Jake Hadley,UFC Fight Night: Lewis vs. Nascimento: Charles Johnson v Jake Hadley,Charles Johnson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,0,Tabatha Ricci,Tecia Pennington,UFC Fight Night: Lewis vs. Nascimento: Tabatha Ricci v Tecia Pennington,Tabatha Ricci,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,1,Terrance McKinney,Esteban Ribovics,UFC Fight Night: Lewis vs. Nascimento: Terrance McKinney v Esteban Ribovics,Esteban Ribovics,KO/TKO,1.0,0.6166666666666667,3 Rnd (5-5-5),0.6166666666666667
UFC Fight Night: Lewis vs. Nascimento,0,JJ Aldrich,Veronica Hardy,UFC Fight Night: Lewis vs. Nascimento: JJ Aldrich v Veronica Hardy,Veronica Hardy,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,1,Waldo Cortes-Acosta,Robelis Despaigne,UFC Fight Night: Lewis vs. Nascimento: Waldo Cortes-Acosta v Robelis Despaigne,Waldo Cortes-Acosta,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,1,Alex Caceres,Sean Woodson,UFC Fight Night: Lewis vs. Nascimento: Alex Caceres v Sean Woodson,Sean Woodson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,1,Alonzo Menifield,Carlos Ulberg,UFC Fight Night: Lewis vs. Nascimento: Alonzo Menifield v Carlos Ulberg,Carlos Ulberg,KO/TKO,1.0,0.2,3 Rnd (5-5-5),0.2
UFC Fight Night: Lewis vs. Nascimento,1,Billy Ray Goff,Trey Waters,UFC Fight Night: Lewis vs. Nascimento: Billy Ray Goff v Trey Waters,Trey Waters,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Lewis vs. Nascimento,1,Derrick Lewis,Rodrigo Nascimento,UFC Fight Night: Lewis vs. Nascimento: Derrick Lewis v Rodrigo Nascimento,Derrick Lewis,KO/TKO,3.0,0.8166666666666667,5 Rnd (5-5-5-5-5),10.816666666666666
UFC Fight Night: Lewis vs. Nascimento,1,Chase Hooper,Viacheslav Borshchev,UFC Fight Night: Lewis vs. Nascimento: Chase Hooper v Viacheslav Borshchev,Chase Hooper,Submission,2.0,3.0,3 Rnd (5-5-5),8.0
UFC Fight Night: Lewis vs. Nascimento,1,Diego Ferreira,Mateusz Rebecki,UFC Fight Night: Lewis vs. Nascimento: Diego Ferreira v Mateusz Rebecki,Diego Ferreira,KO/TKO,3.0,4.85,3 Rnd (5-5-5),14.85
UFC 301: Pantoja vs. Erceg,1,Mauricio Ruffy,Jamie Mullarkey,UFC 301: Pantoja vs. Erceg: Mauricio Ruffy v Jamie Mullarkey,Mauricio Ruffy,KO/TKO,1.0,4.7,3 Rnd (5-5-5),4.7
UFC 301: Pantoja vs. Erceg,1,Paul Craig,Caio Borralho,UFC 301: Pantoja vs. Erceg: Paul Craig v Caio Borralho,Caio Borralho,KO/TKO,2.0,2.1666666666666665,3 Rnd (5-5-5),7.166666666666666
UFC 301: Pantoja vs. Erceg,1,Elves Brener,Myktybek Orolbai,UFC 301: Pantoja vs. Erceg: Elves Brener v Myktybek Orolbai,Myktybek Orolbai,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 301: Pantoja vs. Erceg,1,Jose Aldo,Jonathan Martinez,UFC 301: Pantoja vs. Erceg: Jose Aldo v Jonathan Martinez,Jose Aldo,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 301: Pantoja vs. Erceg,0,Dione Barbosa,Ernesta Kareckaite,UFC 301: Pantoja vs. Erceg: Dione Barbosa v Ernesta Kareckaite,Dione Barbosa,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 301: Pantoja vs. Erceg,1,Alexandre Pantoja,Steve Erceg,UFC 301: Pantoja vs. Erceg: Alexandre Pantoja v Steve Erceg,Alexandre Pantoja,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC 301: Pantoja vs. Erceg,1,Anthony Smith,Vitor Petrino,UFC 301: Pantoja vs. Erceg: Anthony Smith v Vitor Petrino,Anthony Smith,Submission,1.0,2.0,3 Rnd (5-5-5),2.0
UFC 301: Pantoja vs. Erceg,0,Karolina Kowalkiewicz,Iasmin Lucindo,UFC 301: Pantoja vs. Erceg: Karolina Kowalkiewicz v Iasmin Lucindo,Iasmin Lucindo,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 301: Pantoja vs. Erceg,1,Alessandro Costa,Kevin Borjas,UFC 301: Pantoja vs. Erceg: Alessandro Costa v Kevin Borjas,Alessandro Costa,KO/TKO,2.0,1.5833333333333337,3 Rnd (5-5-5),6.583333333333334
UFC 301: Pantoja vs. Erceg,1,Michel Pereira,Ihor Potieria,UFC 301: Pantoja vs. Erceg: Michel Pereira v Ihor Potieria,Michel Pereira,Submission,1.0,0.9,3 Rnd (5-5-5),0.9
UFC 301: Pantoja vs. Erceg,1,Jack Shore,Joanderson Brito,UFC 301: Pantoja vs. Erceg: Jack Shore v Joanderson Brito,Joanderson Brito,TKO - Doctor's Stoppage,2.0,3.583333333333333,3 Rnd (5-5-5),8.583333333333334
UFC 301: Pantoja vs. Erceg,1,Ismael Bonfim,Vinc Pichel,UFC 301: Pantoja vs. Erceg: Ismael Bonfim v Vinc Pichel,Ismael Bonfim,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 301: Pantoja vs. Erceg,1,Joaquim Silva,Drakkar Klose,UFC 301: Pantoja vs. Erceg: Joaquim Silva v Drakkar Klose,Drakkar Klose,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Nicolau vs. Perez,1,Rani Yahya,Victor Henry,UFC Fight Night: Nicolau vs. Perez: Rani Yahya v Victor Henry,Victor Henry,KO/TKO,3.0,2.6,3 Rnd (5-5-5),12.6
UFC Fight Night: Nicolau vs. Perez,1,Ryan Spann,Bogdan Guskov,UFC Fight Night: Nicolau vs. Perez: Ryan Spann v Bogdan Guskov,Bogdan Guskov,KO/TKO,2.0,3.2666666666666666,3 Rnd (5-5-5),8.266666666666666
UFC Fight Night: Nicolau vs. Perez,1,James Llontop,Chris Padilla,UFC Fight Night: Nicolau vs. Perez: James Llontop v Chris Padilla,Chris Padilla,Submission,1.0,4.55,3 Rnd (5-5-5),4.55
UFC Fight Night: Nicolau vs. Perez,1,Tim Means,Uros Medic,UFC Fight Night: Nicolau vs. Perez: Tim Means v Uros Medic,Uros Medic,KO/TKO,1.0,2.15,3 Rnd (5-5-5),2.15
UFC Fight Night: Nicolau vs. Perez,0,Ariane da Silva,Karine Silva,UFC Fight Night: Nicolau vs. Perez: Ariane da Silva v Karine Silva,Karine Silva,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Nicolau vs. Perez,1,Jonathan Pearce,David Onama,UFC Fight Night: Nicolau vs. Perez: Jonathan Pearce v David Onama,David Onama,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
