event,gender,fighter1,fighter2,fight,winner,Method,Round,Time,Time format,duration
UFC on FOX: Johnson vs Moraga,1,Aaron Riley,Justin Salas,UFC on FOX: Johnson vs Moraga: Aaron Riley v Justin Salas,Justin Salas,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Johnson vs Moraga,1,Demetrious Johnson,John Moraga,UFC on FOX: Johnson vs Moraga: Demetrious Johnson v John Moraga,Demetrious Johnson,Submission,5.0,3.716666666666667,5 Rnd (5-5-5-5-5),23.71666666666667
UFC on FOX: Johnson vs Moraga,1,Robbie Lawler,Bobby Voelker,UFC on FOX: Johnson vs Moraga: Robbie Lawler v Bobby Voelker,Robbie Lawler,KO/TKO,2.0,0.4,3 Rnd (5-5-5),5.4
UFC on FOX: Johnson vs Moraga,1,John Albert,Yaotzin Meza,UFC on FOX: Johnson vs Moraga: John Albert v Yaotzin Meza,Yaotzin Meza,Submission,2.0,2.8166666666666664,3 Rnd (5-5-5),7.816666666666666
UFC on FOX: Johnson vs Moraga,1,Danny Castillo,Tim Means,UFC on FOX: Johnson vs Moraga: Danny Castillo v Tim Means,Danny Castillo,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Johnson vs Moraga,1,Mac Danzig,Melvin Guillard,UFC on FOX: Johnson vs Moraga: Mac Danzig v Melvin Guillard,Melvin Guillard,KO/TKO,2.0,2.783333333333333,3 Rnd (5-5-5),7.783333333333333
UFC on FOX: Johnson vs Moraga,1,Michael Chiesa,Jorge Masvidal,UFC on FOX: Johnson vs Moraga: Michael Chiesa v Jorge Masvidal,Jorge Masvidal,Submission,2.0,4.983333333333333,3 Rnd (5-5-5),9.983333333333334
UFC on FOX: Johnson vs Moraga,1,Ed Herman,Trevor Smith,UFC on FOX: Johnson vs Moraga: Ed Herman v Trevor Smith,Ed Herman,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Johnson vs Moraga,1,Rory MacDonald,Jake Ellenberger,UFC on FOX: Johnson vs Moraga: Rory MacDonald v Jake Ellenberger,Rory MacDonald,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 162: Silva vs Weidman,1,Edson Barboza,Rafaello Oliveira,UFC 162: Silva vs Weidman: Edson Barboza v Rafaello Oliveira,Edson Barboza,KO/TKO,2.0,1.7333333333333334,3 Rnd (5-5-5),6.733333333333333
UFC 162: Silva vs Weidman,1,Gabriel Gonzaga,Dave Herman,UFC 162: Silva vs Weidman: Gabriel Gonzaga v Dave Herman,Gabriel Gonzaga,KO/TKO,1.0,0.2833333333333333,3 Rnd (5-5-5),0.2833333333333333
UFC 162: Silva vs Weidman,1,Tim Kennedy,Roger Gracie,UFC 162: Silva vs Weidman: Tim Kennedy v Roger Gracie,Tim Kennedy,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 162: Silva vs Weidman,1,Seth Baczynski,Brian Melancon,UFC 162: Silva vs Weidman: Seth Baczynski v Brian Melancon,Brian Melancon,KO/TKO,1.0,4.983333333333333,3 Rnd (5-5-5),4.983333333333333
UFC 162: Silva vs Weidman,1,Anderson Silva,Chris Weidman,UFC 162: Silva vs Weidman: Anderson Silva v Chris Weidman,Chris Weidman,KO/TKO,2.0,1.3,5 Rnd (5-5-5-5-5),6.3
UFC 162: Silva vs Weidman,1,Mike Pierce,David Mitchell,UFC 162: Silva vs Weidman: Mike Pierce v David Mitchell,Mike Pierce,KO/TKO,2.0,2.9166666666666665,3 Rnd (5-5-5),7.916666666666666
UFC 162: Silva vs Weidman,1,Mark Munoz,Tim Boetsch,UFC 162: Silva vs Weidman: Mark Munoz v Tim Boetsch,Mark Munoz,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 162: Silva vs Weidman,1,Cub Swanson,Dennis Siver,UFC 162: Silva vs Weidman: Cub Swanson v Dennis Siver,Cub Swanson,KO/TKO,3.0,2.4,3 Rnd (5-5-5),12.4
UFC 162: Silva vs Weidman,1,Norman Parke,Kazuki Tokudome,UFC 162: Silva vs Weidman: Norman Parke v Kazuki Tokudome,Norman Parke,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 162: Silva vs Weidman,1,Frankie Edgar,Charles Oliveira,UFC 162: Silva vs Weidman: Frankie Edgar v Charles Oliveira,Frankie Edgar,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 162: Silva vs Weidman,1,Chris Leben,Andrew Craig,UFC 162: Silva vs Weidman: Chris Leben v Andrew Craig,Andrew Craig,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Pat Barry,Shawn Jordan,UFC 161: Evans vs Henderson: Pat Barry v Shawn Jordan,Shawn Jordan,KO/TKO,1.0,0.9833333333333332,3 Rnd (5-5-5),0.9833333333333332
UFC 161: Evans vs Henderson,1,Jake Shields,Tyron Woodley,UFC 161: Evans vs Henderson: Jake Shields v Tyron Woodley,Jake Shields,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Sam Stout,James Krause,UFC 161: Evans vs Henderson: Sam Stout v James Krause,James Krause,Submission,3.0,4.783333333333333,3 Rnd (5-5-5),14.783333333333331
UFC 161: Evans vs Henderson,1,Rashad Evans,Dan Henderson,UFC 161: Evans vs Henderson: Rashad Evans v Dan Henderson,Rashad Evans,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Yves Jabouin,Dustin Pague,UFC 161: Evans vs Henderson: Yves Jabouin v Dustin Pague,Yves Jabouin,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Ryan Jimmo,Igor Pokrajac,UFC 161: Evans vs Henderson: Ryan Jimmo v Igor Pokrajac,Ryan Jimmo,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Sean Pierson,Kenny Robertson,UFC 161: Evans vs Henderson: Sean Pierson v Kenny Robertson,Sean Pierson,Decision - Majority,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Roy Nelson,Stipe Miocic,UFC 161: Evans vs Henderson: Roy Nelson v Stipe Miocic,Stipe Miocic,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Mitch Clarke,John Maguire,UFC 161: Evans vs Henderson: Mitch Clarke v John Maguire,Mitch Clarke,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,1,Roland Delorme,Edwin Figueroa,UFC 161: Evans vs Henderson: Roland Delorme v Edwin Figueroa,Roland Delorme,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 161: Evans vs Henderson,0,Alexis Davis,Rosi Sexton,UFC 161: Evans vs Henderson: Alexis Davis v Rosi Sexton,Alexis Davis,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Nogueira vs. Werdum,1,Godofredo Pepey,Felipe Arantes,UFC on FUEL TV: Nogueira vs. Werdum: Godofredo Pepey v Felipe Arantes,Felipe Arantes,KO/TKO,1.0,3.533333333333333,3 Rnd (5-5-5),3.533333333333333
UFC on FUEL TV: Nogueira vs. Werdum,1,William Macario,Leonardo Santos,UFC on FUEL TV: Nogueira vs. Werdum: William Macario v Leonardo Santos,Leonardo Santos,Submission,2.0,4.716666666666667,3 Rnd (5-5-5),9.716666666666669
UFC on FUEL TV: Nogueira vs. Werdum,1,Caio Magalhaes,Karlos Vemola,UFC on FUEL TV: Nogueira vs. Werdum: Caio Magalhaes v Karlos Vemola,Caio Magalhaes,Submission,2.0,2.8166666666666664,3 Rnd (5-5-5),7.816666666666666
UFC on FUEL TV: Nogueira vs. Werdum,1,Raphael Assuncao,Vaughan Lee,UFC on FUEL TV: Nogueira vs. Werdum: Raphael Assuncao v Vaughan Lee,Raphael Assuncao,Submission,2.0,1.85,3 Rnd (5-5-5),6.85
UFC on FUEL TV: Nogueira vs. Werdum,1,Daniel Sarafian,Eddie Mendez,UFC on FUEL TV: Nogueira vs. Werdum: Daniel Sarafian v Eddie Mendez,Daniel Sarafian,Submission,1.0,2.333333333333333,3 Rnd (5-5-5),2.333333333333333
UFC on FUEL TV: Nogueira vs. Werdum,1,Erick Silva,Jason High,UFC on FUEL TV: Nogueira vs. Werdum: Erick Silva v Jason High,Erick Silva,Submission,1.0,1.1833333333333331,3 Rnd (5-5-5),1.1833333333333331
UFC on FUEL TV: Nogueira vs. Werdum,1,Antonio Rodrigo Nogueira,Fabricio Werdum,UFC on FUEL TV: Nogueira vs. Werdum: Antonio Rodrigo Nogueira v Fabricio Werdum,Fabricio Werdum,Submission,2.0,2.6833333333333336,5 Rnd (5-5-5-5-5),7.683333333333334
UFC on FUEL TV: Nogueira vs. Werdum,1,Rodrigo Damm,Mizuto Hirota,UFC on FUEL TV: Nogueira vs. Werdum: Rodrigo Damm v Mizuto Hirota,Rodrigo Damm,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Nogueira vs. Werdum,1,Rony Jason,Mike Wilkinson,UFC on FUEL TV: Nogueira vs. Werdum: Rony Jason v Mike Wilkinson,Rony Jason,Submission,1.0,1.4,3 Rnd (5-5-5),1.4
UFC on FUEL TV: Nogueira vs. Werdum,1,Antonio Braga Neto,Anthony Smith,UFC on FUEL TV: Nogueira vs. Werdum: Antonio Braga Neto v Anthony Smith,Antonio Braga Neto,Submission,1.0,1.8666666666666667,3 Rnd (5-5-5),1.8666666666666667
UFC on FUEL TV: Nogueira vs. Werdum,1,Ildemar Alcantara,Leandro Silva,UFC on FUEL TV: Nogueira vs. Werdum: Ildemar Alcantara v Leandro Silva,Ildemar Alcantara,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Nogueira vs. Werdum,1,Thiago Silva,Rafael Cavalcante,UFC on FUEL TV: Nogueira vs. Werdum: Thiago Silva v Rafael Cavalcante,Thiago Silva,KO/TKO,1.0,4.483333333333333,3 Rnd (5-5-5),4.483333333333333
UFC 160: Velasquez vs Silva 2,1,Mike Pyle,Rick Story,UFC 160: Velasquez vs Silva 2: Mike Pyle v Rick Story,Mike Pyle,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 160: Velasquez vs Silva 2,1,Stephen Thompson,Nah-Shon Burrell,UFC 160: Velasquez vs Silva 2: Stephen Thompson v Nah-Shon Burrell,Stephen Thompson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 160: Velasquez vs Silva 2,1,Jeremy Stephens,Estevan Payan,UFC 160: Velasquez vs Silva 2: Jeremy Stephens v Estevan Payan,Jeremy Stephens,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 160: Velasquez vs Silva 2,1,Cain Velasquez,Antonio Silva,UFC 160: Velasquez vs Silva 2: Cain Velasquez v Antonio Silva,Cain Velasquez,KO/TKO,1.0,1.35,5 Rnd (5-5-5-5-5),1.35
UFC 160: Velasquez vs Silva 2,1,Brian Bowles,George Roop,UFC 160: Velasquez vs Silva 2: Brian Bowles v George Roop,George Roop,KO/TKO,2.0,1.7166666666666668,3 Rnd (5-5-5),6.716666666666667
UFC 160: Velasquez vs Silva 2,1,Gray Maynard,TJ Grant,UFC 160: Velasquez vs Silva 2: Gray Maynard v TJ Grant,TJ Grant,KO/TKO,1.0,2.1166666666666667,3 Rnd (5-5-5),2.1166666666666667
UFC 160: Velasquez vs Silva 2,1,Donald Cerrone,KJ Noons,UFC 160: Velasquez vs Silva 2: Donald Cerrone v KJ Noons,Donald Cerrone,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 160: Velasquez vs Silva 2,1,Glover Teixeira,James Te Huna,UFC 160: Velasquez vs Silva 2: Glover Teixeira v James Te Huna,Glover Teixeira,Submission,1.0,2.6333333333333333,3 Rnd (5-5-5),2.6333333333333333
UFC 160: Velasquez vs Silva 2,1,Khabib Nurmagomedov,Abel Trujillo,UFC 160: Velasquez vs Silva 2: Khabib Nurmagomedov v Abel Trujillo,Khabib Nurmagomedov,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 160: Velasquez vs Silva 2,1,Junior Dos Santos,Mark Hunt,UFC 160: Velasquez vs Silva 2: Junior Dos Santos v Mark Hunt,Junior Dos Santos,KO/TKO,3.0,4.3,3 Rnd (5-5-5),14.3
UFC 160: Velasquez vs Silva 2,1,Dennis Bermudez,Max Holloway,UFC 160: Velasquez vs Silva 2: Dennis Bermudez v Max Holloway,Dennis Bermudez,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 160: Velasquez vs Silva 2,1,Colton Smith,Robert Whittaker,UFC 160: Velasquez vs Silva 2: Colton Smith v Robert Whittaker,Robert Whittaker,KO/TKO,3.0,0.6833333333333333,3 Rnd (5-5-5),10.683333333333334
UFC on FX: Belfort vs. Rockhold,1,Francisco Trinaldo,Mike Rio,UFC on FX: Belfort vs. Rockhold: Francisco Trinaldo v Mike Rio,Francisco Trinaldo,Submission,1.0,3.1333333333333333,3 Rnd (5-5-5),3.1333333333333333
UFC on FX: Belfort vs. Rockhold,1,Iuri Alcantara,Iliarde Santos,UFC on FX: Belfort vs. Rockhold: Iuri Alcantara v Iliarde Santos,Iuri Alcantara,KO/TKO,1.0,2.5166666666666666,3 Rnd (5-5-5),2.5166666666666666
UFC on FX: Belfort vs. Rockhold,1,Paulo Thiago,Michel Prazeres,UFC on FX: Belfort vs. Rockhold: Paulo Thiago v Michel Prazeres,Paulo Thiago,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FX: Belfort vs. Rockhold,1,Fabio Maldonado,Roger Hollett,UFC on FX: Belfort vs. Rockhold: Fabio Maldonado v Roger Hollett,Fabio Maldonado,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FX: Belfort vs. Rockhold,1,Hacran Dias,Nik Lentz,UFC on FX: Belfort vs. Rockhold: Hacran Dias v Nik Lentz,Nik Lentz,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FX: Belfort vs. Rockhold,1,Jussier Formiga,Chris Cariaso,UFC on FX: Belfort vs. Rockhold: Jussier Formiga v Chris Cariaso,Jussier Formiga,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FX: Belfort vs. Rockhold,1,Vitor Belfort,Luke Rockhold,UFC on FX: Belfort vs. Rockhold: Vitor Belfort v Luke Rockhold,Vitor Belfort,KO/TKO,1.0,2.533333333333333,5 Rnd (5-5-5-5-5),2.533333333333333
UFC on FX: Belfort vs. Rockhold,1,Jacare Souza,Chris Camozzi,UFC on FX: Belfort vs. Rockhold: Jacare Souza v Chris Camozzi,Jacare Souza,Submission,1.0,3.6166666666666663,3 Rnd (5-5-5),3.6166666666666663
UFC on FX: Belfort vs. Rockhold,1,Gleison Tibau,John Cholish,UFC on FX: Belfort vs. Rockhold: Gleison Tibau v John Cholish,Gleison Tibau,Submission,2.0,2.5666666666666664,3 Rnd (5-5-5),7.566666666666666
UFC on FX: Belfort vs. Rockhold,1,Rafael Natal,Joao Zeferino,UFC on FX: Belfort vs. Rockhold: Rafael Natal v Joao Zeferino,Rafael Natal,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FX: Belfort vs. Rockhold,1,John Lineker,Azamat Gashimov,UFC on FX: Belfort vs. Rockhold: John Lineker v Azamat Gashimov,John Lineker,KO/TKO,2.0,1.1166666666666667,3 Rnd (5-5-5),6.116666666666667
UFC on FX: Belfort vs. Rockhold,1,Lucas Martins,Jeremy Larsen,UFC on FX: Belfort vs. Rockhold: Lucas Martins v Jeremy Larsen,Lucas Martins,KO/TKO,3.0,0.2166666666666666,3 Rnd (5-5-5),10.216666666666669
UFC on FX: Belfort vs. Rockhold,1,Rafael Dos Anjos,Evan Dunham,UFC on FX: Belfort vs. Rockhold: Rafael Dos Anjos v Evan Dunham,Rafael Dos Anjos,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 159: Jones vs Sonnen,1,Rustam Khabilov,Yancy Medeiros,UFC 159: Jones vs Sonnen: Rustam Khabilov v Yancy Medeiros,Rustam Khabilov,TKO - Doctor's Stoppage,1.0,2.533333333333333,3 Rnd (5-5-5),2.533333333333333
UFC 159: Jones vs Sonnen,1,Roy Nelson,Cheick Kongo,UFC 159: Jones vs Sonnen: Roy Nelson v Cheick Kongo,Roy Nelson,KO/TKO,1.0,2.05,3 Rnd (5-5-5),2.05
UFC 159: Jones vs Sonnen,1,Leonard Garcia,Cody McKenzie,UFC 159: Jones vs Sonnen: Leonard Garcia v Cody McKenzie,Cody McKenzie,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 159: Jones vs Sonnen,1,Gian Villante,Ovince Saint Preux,UFC 159: Jones vs Sonnen: Gian Villante v Ovince Saint Preux,Ovince Saint Preux,Decision - Majority,3.0,0.55,3 Rnd (5-5-5),10.55
UFC 159: Jones vs Sonnen,1,Steven Siler,Kurt Holobaugh,UFC 159: Jones vs Sonnen: Steven Siler v Kurt Holobaugh,Steven Siler,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 159: Jones vs Sonnen,1,Jim Miller,Pat Healy,UFC 159: Jones vs Sonnen: Jim Miller v Pat Healy,Pat Healy,Overturned,3.0,4.033333333333333,3 Rnd (5-5-5),14.033333333333331
UFC 159: Jones vs Sonnen,1,Bryan Caraway,Johnny Bedford,UFC 159: Jones vs Sonnen: Bryan Caraway v Johnny Bedford,Bryan Caraway,Submission,3.0,4.733333333333333,3 Rnd (5-5-5),14.733333333333334
UFC 159: Jones vs Sonnen,1,Michael Bisping,Alan Belcher,UFC 159: Jones vs Sonnen: Michael Bisping v Alan Belcher,Michael Bisping,Decision - Unanimous,3.0,4.516666666666667,3 Rnd (5-5-5),14.516666666666666
UFC 159: Jones vs Sonnen,1,Jon Jones,Chael Sonnen,UFC 159: Jones vs Sonnen: Jon Jones v Chael Sonnen,Jon Jones,KO/TKO,1.0,4.55,5 Rnd (5-5-5-5-5),4.55
UFC 159: Jones vs Sonnen,0,Sara McMann,Sheila Gaff,UFC 159: Jones vs Sonnen: Sara McMann v Sheila Gaff,Sara McMann,KO/TKO,1.0,4.1,3 Rnd (5-5-5),4.1
UFC 159: Jones vs Sonnen,1,Phil Davis,Vinny Magalhaes,UFC 159: Jones vs Sonnen: Phil Davis v Vinny Magalhaes,Phil Davis,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Henderson vs Melendez,1,Chad Mendes,Darren Elkins,UFC on FOX: Henderson vs Melendez: Chad Mendes v Darren Elkins,Chad Mendes,KO/TKO,1.0,1.1333333333333333,3 Rnd (5-5-5),1.1333333333333333
UFC on FOX: Henderson vs Melendez,1,Ramsey Nijem,Myles Jury,UFC on FOX: Henderson vs Melendez: Ramsey Nijem v Myles Jury,Myles Jury,KO/TKO,2.0,1.0333333333333334,3 Rnd (5-5-5),6.033333333333333
UFC on FOX: Henderson vs Melendez,1,Benson Henderson,Gilbert Melendez,UFC on FOX: Henderson vs Melendez: Benson Henderson v Gilbert Melendez,Benson Henderson,Decision - Split,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC on FOX: Henderson vs Melendez,1,Tim Means,Jorge Masvidal,UFC on FOX: Henderson vs Melendez: Tim Means v Jorge Masvidal,Jorge Masvidal,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Henderson vs Melendez,1,Clifford Starks,Yoel Romero,UFC on FOX: Henderson vs Melendez: Clifford Starks v Yoel Romero,Yoel Romero,KO/TKO,1.0,1.5333333333333332,3 Rnd (5-5-5),1.5333333333333332
UFC on FOX: Henderson vs Melendez,1,Joseph Benavidez,Darren Uyenoyama,UFC on FOX: Henderson vs Melendez: Joseph Benavidez v Darren Uyenoyama,Joseph Benavidez,KO/TKO,2.0,4.833333333333333,3 Rnd (5-5-5),9.833333333333332
UFC on FOX: Henderson vs Melendez,1,Matt Brown,Jordan Mein,UFC on FOX: Henderson vs Melendez: Matt Brown v Jordan Mein,Matt Brown,KO/TKO,2.0,1.0,3 Rnd (5-5-5),6.0
UFC on FOX: Henderson vs Melendez,1,Nate Diaz,Josh Thomson,UFC on FOX: Henderson vs Melendez: Nate Diaz v Josh Thomson,Josh Thomson,KO/TKO,2.0,3.733333333333333,3 Rnd (5-5-5),8.733333333333334
UFC on FOX: Henderson vs Melendez,1,Frank Mir,Daniel Cormier,UFC on FOX: Henderson vs Melendez: Frank Mir v Daniel Cormier,Daniel Cormier,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Henderson vs Melendez,1,Francis Carmont,Lorenz Larkin,UFC on FOX: Henderson vs Melendez: Francis Carmont v Lorenz Larkin,Francis Carmont,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FOX: Henderson vs Melendez,1,TJ Dillashaw,Hugo Viana,UFC on FOX: Henderson vs Melendez: TJ Dillashaw v Hugo Viana,TJ Dillashaw,KO/TKO,1.0,4.366666666666666,3 Rnd (5-5-5),4.366666666666666
UFC on FOX: Henderson vs Melendez,1,Anthony Njokuani,Roger Bowling,UFC on FOX: Henderson vs Melendez: Anthony Njokuani v Roger Bowling,Anthony Njokuani,KO/TKO,2.0,2.8666666666666667,3 Rnd (5-5-5),7.866666666666667
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Travis Browne,Gabriel Gonzaga,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Travis Browne v Gabriel Gonzaga,Travis Browne,KO/TKO,1.0,1.1833333333333331,3 Rnd (5-5-5),1.1833333333333331
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Cole Miller,Bart Palaszewski,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Cole Miller v Bart Palaszewski,Cole Miller,Submission,1.0,4.383333333333334,3 Rnd (5-5-5),4.383333333333334
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Josh Samman,Kevin Casey,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Josh Samman v Kevin Casey,Josh Samman,KO/TKO,2.0,2.283333333333333,3 Rnd (5-5-5),7.283333333333333
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Luke Barnatt,Collin Hart,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Luke Barnatt v Collin Hart,Luke Barnatt,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Bristol Marunde,Clint Hester,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Bristol Marunde v Clint Hester,Clint Hester,KO/TKO,3.0,3.883333333333333,3 Rnd (5-5-5),13.883333333333333
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Urijah Faber,Scott Jorgensen,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Urijah Faber v Scott Jorgensen,Urijah Faber,Submission,4.0,3.2666666666666666,5 Rnd (5-5-5-5-5),18.266666666666666
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Sam Sicilia,Maximo Blanco,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Sam Sicilia v Maximo Blanco,Maximo Blanco,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Uriah Hall,Kelvin Gastelum,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Uriah Hall v Kelvin Gastelum,Kelvin Gastelum,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,0,Miesha Tate,Cat Zingano,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Miesha Tate v Cat Zingano,Cat Zingano,KO/TKO,3.0,2.9166666666666665,3 Rnd (5-5-5),12.916666666666666
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Dylan Andrews,Jimmy Quinlan,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Dylan Andrews v Jimmy Quinlan,Dylan Andrews,KO/TKO,1.0,3.3666666666666667,3 Rnd (5-5-5),3.3666666666666667
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Justin Lawrence,Daniel Pineda,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Justin Lawrence v Daniel Pineda,Daniel Pineda,Submission,1.0,1.5833333333333337,3 Rnd (5-5-5),1.5833333333333337
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,1,Robert McDaniel,Gilbert Smith,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale: Robert McDaniel v Gilbert Smith,Robert McDaniel,Submission,3.0,2.8166666666666664,3 Rnd (5-5-5),12.816666666666666
UFC on FUEL TV: Mousasi vs Latifi,1,Ryan Couture,Ross Pearson,UFC on FUEL TV: Mousasi vs Latifi: Ryan Couture v Ross Pearson,Ross Pearson,KO/TKO,2.0,3.75,3 Rnd (5-5-5),8.75
UFC on FUEL TV: Mousasi vs Latifi,1,Chris Spang,Adlan Amagov,UFC on FUEL TV: Mousasi vs Latifi: Chris Spang v Adlan Amagov,Adlan Amagov,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Mousasi vs Latifi,1,Papy Abedi,Besam Yousef,UFC on FUEL TV: Mousasi vs Latifi: Papy Abedi v Besam Yousef,Papy Abedi,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Mousasi vs Latifi,1,Michael Kuiper,Tom Lawlor,UFC on FUEL TV: Mousasi vs Latifi: Michael Kuiper v Tom Lawlor,Tom Lawlor,Submission,2.0,1.0833333333333333,3 Rnd (5-5-5),6.083333333333333
UFC on FUEL TV: Mousasi vs Latifi,1,Reza Madadi,Michael Johnson,UFC on FUEL TV: Mousasi vs Latifi: Reza Madadi v Michael Johnson,Reza Madadi,Submission,3.0,1.55,3 Rnd (5-5-5),11.55
UFC on FUEL TV: Mousasi vs Latifi,1,Akira Corassani,Robert Peralta,UFC on FUEL TV: Mousasi vs Latifi: Akira Corassani v Robert Peralta,Akira Corassani,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Mousasi vs Latifi,1,Marcus Brimage,Conor McGregor,UFC on FUEL TV: Mousasi vs Latifi: Marcus Brimage v Conor McGregor,Conor McGregor,KO/TKO,1.0,1.1166666666666667,3 Rnd (5-5-5),1.1166666666666667
UFC on FUEL TV: Mousasi vs Latifi,1,Diego Brandao,Pablo Garza,UFC on FUEL TV: Mousasi vs Latifi: Diego Brandao v Pablo Garza,Diego Brandao,Submission,1.0,3.45,3 Rnd (5-5-5),3.45
UFC on FUEL TV: Mousasi vs Latifi,1,Matt Mitrione,Philip De Fries,UFC on FUEL TV: Mousasi vs Latifi: Matt Mitrione v Philip De Fries,Matt Mitrione,KO/TKO,1.0,0.3166666666666666,3 Rnd (5-5-5),0.3166666666666666
UFC on FUEL TV: Mousasi vs Latifi,1,Ben Alloway,Ryan LaFlare,UFC on FUEL TV: Mousasi vs Latifi: Ben Alloway v Ryan LaFlare,Ryan LaFlare,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC on FUEL TV: Mousasi vs Latifi,1,Brad Pickett,Mike Easton,UFC on FUEL TV: Mousasi vs Latifi: Brad Pickett v Mike Easton,Brad Pickett,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
