fight,fighter,opponent,fighter_url,result,kd,sig. str.,sig. str. att,sig. str. %,total str.,total str. att,td,td att,td %,sub. att,rev.,ctrl,head,head att,body,body att,leg,leg att,distance,distance att,clinch,clinch att,ground,ground att
UFC Fight Night: Cannonier vs. Imavov: Brad Katona v Jesse Butler,Jesse Butler,Brad Katona,http://ufcstats.com/fighter-details/a75a48bfe776b2c2,loss,0.0,30.0,82.0,0.36,32.0,90.0,0.0,0.0,,0.0,0.0,0.0,16.0,63.0,9.0,14.0,5.0,5.0,30.0,82.0,0.0,0.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Eduarda Moura v Denise Gomes,Eduarda Moura,Denise Gomes,http://ufcstats.com/fighter-details/de594b35c45c2e9a,loss,0.0,18.0,47.0,0.38,27.0,66.0,5.0,26.0,0.19,0.0,0.0,6.6,12.0,40.0,4.0,5.0,2.0,2.0,12.0,39.0,5.0,6.0,1.0,2.0
UFC Fight Night: Cannonier vs. Imavov: Eduarda Moura v Denise Gomes,Denise Gomes,Eduarda Moura,http://ufcstats.com/fighter-details/cffb87059e645bd1,win,0.0,50.0,88.0,0.56,137.0,184.0,0.0,1.0,0.0,1.0,2.0,2.333333333333333,19.0,46.0,22.0,30.0,9.0,12.0,31.0,60.0,17.0,22.0,2.0,6.0
UFC Fight Night: Cannonier vs. Imavov: Julian Marquez v Zach Reese,Julian Marquez,Zach Reese,http://ufcstats.com/fighter-details/d0e1b42d41dab603,loss,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Julian Marquez v Zach Reese,Zach Reese,Julian Marquez,http://ufcstats.com/fighter-details/23dec7c47cb418f8,win,1.0,6.0,9.0,0.66,6.0,9.0,0.0,0.0,,0.0,0.0,0.0,5.0,8.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0
UFC Fight Night: Cannonier vs. Imavov: Charles Radtke v Carlos Prates,Charles Radtke,Carlos Prates,http://ufcstats.com/fighter-details/feedf3053472fe56,loss,0.0,14.0,27.0,0.51,33.0,48.0,0.0,2.0,0.0,0.0,0.0,0.3833333333333333,7.0,19.0,3.0,4.0,4.0,4.0,13.0,26.0,1.0,1.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Charles Radtke v Carlos Prates,Carlos Prates,Charles Radtke,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,win,1.0,15.0,36.0,0.41,15.0,36.0,0.0,0.0,,0.0,0.0,0.0,5.0,19.0,4.0,10.0,6.0,7.0,15.0,36.0,0.0,0.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Cody Stamann v Taylor Lapilus,Cody Stamann,Taylor Lapilus,http://ufcstats.com/fighter-details/bf7ad5628363eec9,loss,0.0,59.0,143.0,0.41,64.0,150.0,1.0,6.0,0.16,0.0,0.0,3.4,23.0,101.0,28.0,33.0,8.0,9.0,47.0,125.0,12.0,18.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Cody Stamann v Taylor Lapilus,Taylor Lapilus,Cody Stamann,http://ufcstats.com/fighter-details/8b1ed83b02303075,win,0.0,100.0,180.0,0.55,107.0,190.0,0.0,0.0,,0.0,0.0,0.45,60.0,132.0,25.0,31.0,15.0,17.0,84.0,162.0,16.0,18.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: John Castaneda v Daniel Marcos,John Castaneda,Daniel Marcos,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,loss,0.0,60.0,123.0,0.48,68.0,134.0,1.0,5.0,0.2,0.0,0.0,2.2,26.0,75.0,9.0,16.0,25.0,32.0,59.0,122.0,1.0,1.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: John Castaneda v Daniel Marcos,Daniel Marcos,John Castaneda,http://ufcstats.com/fighter-details/850266b3dc4e506e,win,1.0,98.0,171.0,0.57,101.0,177.0,0.0,0.0,,0.0,0.0,0.95,71.0,131.0,21.0,31.0,6.0,9.0,81.0,150.0,17.0,20.0,0.0,1.0
UFC Fight Night: Cannonier vs. Imavov: Andrea Lee v Montana De La Rosa,Andrea Lee,Montana De La Rosa,http://ufcstats.com/fighter-details/05fa626cb33d15b8,loss,0.0,75.0,152.0,0.49,115.0,201.0,0.0,2.0,0.0,0.0,2.0,2.1333333333333333,37.0,109.0,29.0,31.0,9.0,12.0,58.0,129.0,13.0,16.0,4.0,7.0
UFC Fight Night: Cannonier vs. Imavov: Andrea Lee v Montana De La Rosa,Montana De La Rosa,Andrea Lee,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,win,0.0,70.0,180.0,0.38,88.0,206.0,3.0,6.0,0.5,1.0,0.0,2.15,53.0,156.0,12.0,17.0,5.0,7.0,62.0,161.0,5.0,16.0,3.0,3.0
UFC Fight Night: Cannonier vs. Imavov: Miguel Baeza v Punahele Soriano,Miguel Baeza,Punahele Soriano,http://ufcstats.com/fighter-details/82d4c957649faf9b,loss,0.0,7.0,12.0,0.58,22.0,33.0,0.0,2.0,0.0,3.0,0.0,0.7833333333333333,0.0,1.0,6.0,8.0,1.0,3.0,5.0,9.0,2.0,3.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Miguel Baeza v Punahele Soriano,Punahele Soriano,Miguel Baeza,http://ufcstats.com/fighter-details/64facb6cc564262d,win,0.0,144.0,175.0,0.82,331.0,394.0,5.0,6.0,0.83,0.0,0.0,10.966666666666669,129.0,158.0,13.0,15.0,2.0,2.0,3.0,7.0,5.0,5.0,136.0,163.0
UFC Fight Night: Cannonier vs. Imavov: Rayanne dos Santos v Puja Tomar,Rayanne dos Santos,Puja Tomar,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,loss,0.0,84.0,150.0,0.56,86.0,152.0,0.0,3.0,0.0,0.0,0.0,0.8166666666666667,47.0,92.0,29.0,46.0,8.0,12.0,79.0,144.0,5.0,6.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Rayanne dos Santos v Puja Tomar,Puja Tomar,Rayanne dos Santos,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,win,0.0,95.0,199.0,0.47,99.0,203.0,0.0,0.0,,0.0,0.0,0.1833333333333333,29.0,112.0,50.0,59.0,16.0,28.0,94.0,194.0,1.0,5.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Jared Cannonier v Nassourdine Imavov,Jared Cannonier,Nassourdine Imavov,http://ufcstats.com/fighter-details/13a0275fa13c4d26,loss,0.0,64.0,109.0,0.58,102.0,152.0,1.0,1.0,1.0,0.0,0.0,6.3,42.0,81.0,9.0,11.0,13.0,17.0,58.0,100.0,6.0,9.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Jared Cannonier v Nassourdine Imavov,Nassourdine Imavov,Jared Cannonier,http://ufcstats.com/fighter-details/881bf86d4cba8578,win,0.0,82.0,134.0,0.61,106.0,159.0,2.0,3.0,0.66,0.0,0.0,1.1666666666666667,61.0,112.0,16.0,17.0,5.0,5.0,64.0,114.0,17.0,19.0,1.0,1.0
UFC Fight Night: Cannonier vs. Imavov: Brunno Ferreira v Dustin Stoltzfus,Brunno Ferreira,Dustin Stoltzfus,http://ufcstats.com/fighter-details/1e719d4b676dc19a,win,1.0,24.0,36.0,0.66,27.0,40.0,0.0,0.0,,0.0,0.0,0.1666666666666666,16.0,27.0,6.0,7.0,2.0,2.0,22.0,33.0,2.0,3.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Brunno Ferreira v Dustin Stoltzfus,Dustin Stoltzfus,Brunno Ferreira,http://ufcstats.com/fighter-details/71505842fb6455c3,loss,0.0,18.0,40.0,0.45,20.0,44.0,1.0,2.0,0.5,2.0,0.0,1.5166666666666666,12.0,34.0,4.0,4.0,2.0,2.0,13.0,34.0,3.0,3.0,2.0,3.0
UFC Fight Night: Cannonier vs. Imavov: Thiago Moises v Ludovit Klein,Thiago Moises,Ludovit Klein,http://ufcstats.com/fighter-details/d945aae53e3e54e6,loss,0.0,24.0,60.0,0.4,25.0,62.0,0.0,8.0,0.0,1.0,0.0,1.15,7.0,37.0,3.0,7.0,14.0,16.0,22.0,55.0,2.0,5.0,0.0,0.0
UFC Fight Night: Cannonier vs. Imavov: Thiago Moises v Ludovit Klein,Ludovit Klein,Thiago Moises,http://ufcstats.com/fighter-details/5b86d491d63890c5,win,2.0,56.0,104.0,0.53,86.0,153.0,1.0,1.0,1.0,0.0,0.0,3.1333333333333333,24.0,69.0,20.0,23.0,12.0,12.0,45.0,78.0,4.0,6.0,7.0,20.0
UFC Fight Night: Cannonier vs. Imavov: Raul Rosas Jr. v Ricky Turcios,Raul Rosas Jr.,Ricky Turcios,http://ufcstats.com/fighter-details/fe2babf95de24fb1,win,0.0,3.0,9.0,0.33,25.0,34.0,4.0,7.0,0.57,1.0,1.0,5.816666666666666,2.0,7.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0
UFC Fight Night: Cannonier vs. Imavov: Raul Rosas Jr. v Ricky Turcios,Ricky Turcios,Raul Rosas Jr.,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,loss,0.0,7.0,15.0,0.46,64.0,78.0,0.0,0.0,,1.0,0.0,0.8666666666666667,3.0,10.0,1.0,1.0,3.0,4.0,6.0,14.0,1.0,1.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Jailton Almeida v Alexandr Romanov,Jailton Almeida,Alexandr Romanov,http://ufcstats.com/fighter-details/41e83a89929d1327,win,0.0,1.0,2.0,0.5,2.0,3.0,1.0,2.0,0.5,2.0,0.0,2.1166666666666667,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Jailton Almeida v Alexandr Romanov,Alexandr Romanov,Jailton Almeida,http://ufcstats.com/fighter-details/c0badf3243907e59,loss,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Sean Strickland v Paulo Costa,Sean Strickland,Paulo Costa,http://ufcstats.com/fighter-details/0d8011111be000b2,win,0.0,182.0,402.0,0.45,182.0,402.0,0.0,0.0,,0.0,0.0,0.0166666666666666,104.0,258.0,67.0,127.0,11.0,17.0,179.0,397.0,3.0,5.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Sean Strickland v Paulo Costa,Paulo Costa,Sean Strickland,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,loss,0.0,158.0,266.0,0.59,158.0,266.0,0.0,0.0,,0.0,0.0,0.0,28.0,100.0,84.0,111.0,46.0,55.0,157.0,265.0,1.0,1.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Grant Dawson v Joe Solecki,Grant Dawson,Joe Solecki,http://ufcstats.com/fighter-details/99bd51917728c25d,win,0.0,46.0,70.0,0.65,146.0,190.0,3.0,3.0,1.0,0.0,0.0,13.766666666666667,39.0,62.0,6.0,7.0,1.0,1.0,7.0,14.0,1.0,1.0,38.0,55.0
UFC 302: Makhachev vs. Poirier: Grant Dawson v Joe Solecki,Joe Solecki,Grant Dawson,http://ufcstats.com/fighter-details/af65aa688d13eedf,loss,0.0,12.0,19.0,0.63,27.0,35.0,0.0,2.0,0.0,1.0,0.0,0.2333333333333333,10.0,17.0,1.0,1.0,1.0,1.0,6.0,11.0,1.0,3.0,5.0,5.0
UFC 302: Makhachev vs. Poirier: Ailin Perez v Joselyne Edwards,Ailin Perez,Joselyne Edwards,http://ufcstats.com/fighter-details/06e4245d16fc5315,win,1.0,42.0,62.0,0.67,68.0,91.0,6.0,11.0,0.54,0.0,2.0,4.3,16.0,28.0,15.0,19.0,11.0,15.0,24.0,44.0,8.0,8.0,10.0,10.0
UFC 302: Makhachev vs. Poirier: Ailin Perez v Joselyne Edwards,Joselyne Edwards,Ailin Perez,http://ufcstats.com/fighter-details/f9ab66e67240db7b,loss,0.0,27.0,64.0,0.42,130.0,179.0,0.0,0.0,,1.0,4.0,5.183333333333334,9.0,37.0,8.0,14.0,10.0,13.0,24.0,59.0,1.0,3.0,2.0,2.0
UFC 302: Makhachev vs. Poirier: Niko Price v Alex Morono,Niko Price,Alex Morono,http://ufcstats.com/fighter-details/d8da10db80131bec,win,0.0,108.0,224.0,0.48,138.0,259.0,5.0,5.0,1.0,0.0,1.0,3.6166666666666663,78.0,181.0,24.0,33.0,6.0,10.0,78.0,182.0,9.0,19.0,21.0,23.0
UFC 302: Makhachev vs. Poirier: Niko Price v Alex Morono,Alex Morono,Niko Price,http://ufcstats.com/fighter-details/cdb96af67d096b1e,loss,0.0,96.0,210.0,0.45,111.0,225.0,1.0,1.0,1.0,0.0,0.0,0.9333333333333332,74.0,184.0,13.0,15.0,9.0,11.0,91.0,204.0,2.0,3.0,3.0,3.0
UFC 302: Makhachev vs. Poirier: Cesar Almeida v Roman Kopylov,Cesar Almeida,Roman Kopylov,http://ufcstats.com/fighter-details/64d47ef881a437a4,loss,0.0,58.0,105.0,0.55,114.0,162.0,0.0,0.0,,0.0,0.0,0.0,18.0,52.0,24.0,30.0,16.0,23.0,51.0,97.0,6.0,6.0,1.0,2.0
UFC 302: Makhachev vs. Poirier: Cesar Almeida v Roman Kopylov,Roman Kopylov,Cesar Almeida,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,win,1.0,41.0,71.0,0.57,74.0,114.0,5.0,9.0,0.55,0.0,0.0,8.65,34.0,63.0,5.0,6.0,2.0,2.0,32.0,61.0,0.0,0.0,9.0,10.0
UFC 302: Makhachev vs. Poirier: Randy Brown v Elizeu Zaleski dos Santos,Randy Brown,Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/c6aee362c7a7d482,win,0.0,67.0,141.0,0.47,89.0,166.0,0.0,0.0,,2.0,1.0,0.7,50.0,120.0,5.0,8.0,12.0,13.0,61.0,133.0,2.0,2.0,4.0,6.0
UFC 302: Makhachev vs. Poirier: Randy Brown v Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Randy Brown,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,loss,0.0,26.0,76.0,0.34,42.0,94.0,4.0,7.0,0.57,1.0,0.0,5.55,8.0,50.0,3.0,9.0,15.0,17.0,24.0,73.0,1.0,2.0,1.0,1.0
UFC 302: Makhachev vs. Poirier: Mitch Raposo v Andre Lima,Mitch Raposo,Andre Lima,http://ufcstats.com/fighter-details/0be6776db31d98ec,loss,0.0,32.0,76.0,0.42,32.0,76.0,1.0,2.0,0.5,0.0,0.0,0.15,20.0,58.0,12.0,18.0,0.0,0.0,32.0,76.0,0.0,0.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Mitch Raposo v Andre Lima,Andre Lima,Mitch Raposo,http://ufcstats.com/fighter-details/b1f21ce050035d58,win,0.0,51.0,100.0,0.51,52.0,101.0,0.0,1.0,0.0,0.0,0.0,0.15,14.0,47.0,7.0,12.0,30.0,41.0,49.0,98.0,2.0,2.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Kevin Holland v Michal Oleksiejczuk,Kevin Holland,Michal Oleksiejczuk,http://ufcstats.com/fighter-details/3a46b268013afede,win,0.0,8.0,17.0,0.47,8.0,17.0,0.0,0.0,,1.0,0.0,0.2666666666666666,5.0,13.0,3.0,4.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Kevin Holland v Michal Oleksiejczuk,Michal Oleksiejczuk,Kevin Holland,http://ufcstats.com/fighter-details/0d65c432720accb9,loss,0.0,8.0,18.0,0.44,9.0,19.0,0.0,0.0,,0.0,0.0,0.5166666666666667,5.0,15.0,3.0,3.0,0.0,0.0,6.0,13.0,0.0,0.0,2.0,5.0
UFC 302: Makhachev vs. Poirier: Islam Makhachev v Dustin Poirier,Islam Makhachev,Dustin Poirier,http://ufcstats.com/fighter-details/275aca31f61ba28c,win,0.0,88.0,156.0,0.56,147.0,222.0,5.0,16.0,0.31,2.0,0.0,10.383333333333333,81.0,148.0,7.0,7.0,0.0,1.0,71.0,136.0,11.0,14.0,6.0,6.0
UFC 302: Makhachev vs. Poirier: Islam Makhachev v Dustin Poirier,Dustin Poirier,Islam Makhachev,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,loss,0.0,74.0,183.0,0.4,104.0,218.0,0.0,0.0,,0.0,0.0,0.5,53.0,159.0,18.0,20.0,3.0,4.0,51.0,157.0,23.0,26.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Phil Rowe v Jake Matthews,Phil Rowe,Jake Matthews,http://ufcstats.com/fighter-details/8e382b585a92affe,loss,0.0,34.0,104.0,0.32,40.0,111.0,0.0,1.0,0.0,0.0,1.0,1.8333333333333333,27.0,92.0,1.0,3.0,6.0,9.0,32.0,102.0,2.0,2.0,0.0,0.0
UFC 302: Makhachev vs. Poirier: Phil Rowe v Jake Matthews,Jake Matthews,Phil Rowe,http://ufcstats.com/fighter-details/a845f0735bc67405,win,0.0,66.0,164.0,0.4,89.0,188.0,1.0,1.0,1.0,0.0,1.0,3.066666666666667,36.0,125.0,18.0,27.0,12.0,12.0,60.0,155.0,3.0,6.0,3.0,3.0
UFC 302: Makhachev vs. Poirier: Mickey Gall v Bassil Hafez,Mickey Gall,Bassil Hafez,http://ufcstats.com/fighter-details/9e50097a89442158,loss,0.0,83.0,143.0,0.58,93.0,153.0,1.0,2.0,0.5,0.0,0.0,0.1333333333333333,70.0,126.0,13.0,17.0,0.0,0.0,78.0,136.0,4.0,6.0,1.0,1.0
UFC 302: Makhachev vs. Poirier: Mickey Gall v Bassil Hafez,Bassil Hafez,Mickey Gall,http://ufcstats.com/fighter-details/f4d92416da98804b,win,0.0,95.0,201.0,0.47,101.0,210.0,3.0,5.0,0.6,0.0,0.0,1.2,83.0,187.0,7.0,9.0,5.0,5.0,91.0,194.0,1.0,4.0,3.0,3.0
UFC Fight Night: Barboza vs. Murphy: Adrian Yanez v Vinicius Salvador,Adrian Yanez,Vinicius Salvador,http://ufcstats.com/fighter-details/0232cabbc30a2372,win,1.0,36.0,56.0,0.64,36.0,58.0,0.0,0.0,,0.0,0.0,0.2833333333333333,27.0,45.0,1.0,2.0,8.0,9.0,15.0,28.0,0.0,0.0,21.0,28.0
UFC Fight Night: Barboza vs. Murphy: Adrian Yanez v Vinicius Salvador,Vinicius Salvador,Adrian Yanez,http://ufcstats.com/fighter-details/65cdf4ec31143d86,loss,0.0,17.0,34.0,0.5,17.0,34.0,0.0,0.0,,0.0,0.0,0.0,6.0,20.0,6.0,6.0,5.0,8.0,17.0,34.0,0.0,0.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Khaos Williams v Carlston Harris,Khaos Williams,Carlston Harris,http://ufcstats.com/fighter-details/2558ae2e5671e318,win,1.0,12.0,20.0,0.6,12.0,20.0,0.0,0.0,,0.0,0.0,0.0166666666666666,5.0,9.0,2.0,4.0,5.0,7.0,11.0,19.0,0.0,0.0,1.0,1.0
UFC Fight Night: Barboza vs. Murphy: Khaos Williams v Carlston Harris,Carlston Harris,Khaos Williams,http://ufcstats.com/fighter-details/a53d30163304aa6e,loss,0.0,14.0,30.0,0.46,14.0,30.0,0.0,0.0,,0.0,0.0,0.0,10.0,25.0,1.0,2.0,3.0,3.0,14.0,30.0,0.0,0.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Alatengheili v Kleydson Rodrigues,Alatengheili,Kleydson Rodrigues,http://ufcstats.com/fighter-details/1897b7b913736a7c,win,0.0,18.0,59.0,0.3,107.0,183.0,3.0,4.0,0.75,0.0,0.0,8.266666666666667,14.0,50.0,3.0,8.0,1.0,1.0,15.0,53.0,0.0,0.0,3.0,6.0
UFC Fight Night: Barboza vs. Murphy: Alatengheili v Kleydson Rodrigues,Kleydson Rodrigues,Alatengheili,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,loss,0.0,37.0,88.0,0.42,70.0,126.0,0.0,1.0,0.0,0.0,0.0,0.5,15.0,55.0,10.0,15.0,12.0,18.0,37.0,88.0,0.0,0.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Piera Rodriguez v Ariane Carnelossi,Piera Rodriguez,Ariane Carnelossi,http://ufcstats.com/fighter-details/e375cb5caf4717b6,loss,1.0,40.0,81.0,0.49,51.0,102.0,1.0,2.0,0.5,0.0,0.0,3.883333333333333,34.0,73.0,6.0,8.0,0.0,0.0,22.0,60.0,11.0,13.0,7.0,8.0
UFC Fight Night: Barboza vs. Murphy: Piera Rodriguez v Ariane Carnelossi,Ariane Carnelossi,Piera Rodriguez,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,win,0.0,16.0,49.0,0.32,46.0,89.0,0.0,0.0,,0.0,0.0,0.0,13.0,43.0,2.0,2.0,1.0,4.0,12.0,43.0,4.0,6.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Oumar Sy v Tuco Tokkos,Oumar Sy,Tuco Tokkos,http://ufcstats.com/fighter-details/46e2011d92463b7e,win,0.0,0.0,2.0,0.0,1.0,8.0,2.0,3.0,0.66,1.0,0.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Oumar Sy v Tuco Tokkos,Tuco Tokkos,Oumar Sy,http://ufcstats.com/fighter-details/3e8118c1ab52f211,loss,0.0,3.0,4.0,0.75,4.0,5.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Victor Martinez v Tom Nolan,Victor Martinez,Tom Nolan,http://ufcstats.com/fighter-details/3e708ce33b6b18e6,loss,1.0,18.0,26.0,0.69,20.0,29.0,0.0,1.0,0.0,0.0,0.0,0.8,6.0,12.0,7.0,9.0,5.0,5.0,16.0,23.0,1.0,1.0,1.0,2.0
UFC Fight Night: Barboza vs. Murphy: Victor Martinez v Tom Nolan,Tom Nolan,Victor Martinez,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,win,0.0,33.0,64.0,0.51,41.0,72.0,0.0,0.0,,0.0,0.0,0.0333333333333333,14.0,38.0,13.0,20.0,6.0,6.0,29.0,58.0,0.0,1.0,4.0,5.0
UFC Fight Night: Barboza vs. Murphy: Abus Magomedov v Warlley Alves,Abus Magomedov,Warlley Alves,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,win,0.0,22.0,44.0,0.5,98.0,168.0,6.0,7.0,0.85,0.0,0.0,11.933333333333334,15.0,32.0,7.0,11.0,0.0,1.0,9.0,27.0,2.0,2.0,11.0,15.0
UFC Fight Night: Barboza vs. Murphy: Abus Magomedov v Warlley Alves,Warlley Alves,Abus Magomedov,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,loss,0.0,16.0,38.0,0.42,17.0,39.0,0.0,0.0,,0.0,0.0,0.6166666666666667,7.0,26.0,4.0,4.0,5.0,8.0,16.0,37.0,0.0,1.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Tamires Vidal v Melissa Gatto,Tamires Vidal,Melissa Gatto,http://ufcstats.com/fighter-details/4f3064faf17aa711,loss,0.0,15.0,29.0,0.51,50.0,66.0,0.0,0.0,,1.0,0.0,0.8833333333333333,7.0,21.0,2.0,2.0,6.0,6.0,14.0,28.0,1.0,1.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Tamires Vidal v Melissa Gatto,Melissa Gatto,Tamires Vidal,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,win,0.0,30.0,52.0,0.57,120.0,163.0,2.0,2.0,1.0,1.0,0.0,6.966666666666667,13.0,30.0,16.0,20.0,1.0,2.0,22.0,40.0,1.0,5.0,7.0,7.0
UFC Fight Night: Barboza vs. Murphy: Themba Gorimbo v Ramiz Brahimaj,Themba Gorimbo,Ramiz Brahimaj,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,win,0.0,43.0,52.0,0.82,110.0,134.0,5.0,6.0,0.83,0.0,1.0,10.216666666666669,9.0,13.0,31.0,35.0,3.0,4.0,6.0,10.0,35.0,38.0,2.0,4.0
UFC Fight Night: Barboza vs. Murphy: Themba Gorimbo v Ramiz Brahimaj,Ramiz Brahimaj,Themba Gorimbo,http://ufcstats.com/fighter-details/3d074044a33825e7,loss,0.0,3.0,6.0,0.5,15.0,20.0,1.0,8.0,0.12,0.0,0.0,3.733333333333333,0.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Vanessa Demopoulos v Emily Ducote,Vanessa Demopoulos,Emily Ducote,http://ufcstats.com/fighter-details/2c483cf443f38ece,win,0.0,109.0,293.0,0.37,126.0,311.0,0.0,3.0,0.0,0.0,0.0,0.0,76.0,250.0,18.0,25.0,15.0,18.0,106.0,289.0,3.0,4.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Vanessa Demopoulos v Emily Ducote,Emily Ducote,Vanessa Demopoulos,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,loss,0.0,143.0,214.0,0.66,147.0,218.0,0.0,0.0,,0.0,0.0,0.7666666666666667,86.0,150.0,22.0,26.0,35.0,38.0,140.0,211.0,0.0,0.0,3.0,3.0
UFC Fight Night: Barboza vs. Murphy: Edson Barboza v Lerone Murphy,Edson Barboza,Lerone Murphy,http://ufcstats.com/fighter-details/64a50dad704d1d49,loss,0.0,79.0,242.0,0.32,79.0,242.0,0.0,0.0,,0.0,0.0,0.2833333333333333,38.0,189.0,15.0,21.0,26.0,32.0,77.0,239.0,2.0,3.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Edson Barboza v Lerone Murphy,Lerone Murphy,Edson Barboza,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,win,0.0,220.0,364.0,0.6,259.0,410.0,4.0,6.0,0.66,0.0,0.0,5.316666666666666,172.0,308.0,27.0,34.0,21.0,22.0,205.0,344.0,13.0,17.0,2.0,3.0
UFC Fight Night: Barboza vs. Murphy: Luana Pinheiro v Angela Hill,Luana Pinheiro,Angela Hill,http://ufcstats.com/fighter-details/a3a542074109b347,loss,0.0,17.0,60.0,0.28,25.0,77.0,1.0,7.0,0.14,0.0,0.0,0.0666666666666666,11.0,51.0,3.0,6.0,3.0,3.0,15.0,54.0,2.0,6.0,0.0,0.0
UFC Fight Night: Barboza vs. Murphy: Luana Pinheiro v Angela Hill,Angela Hill,Luana Pinheiro,http://ufcstats.com/fighter-details/f0feeb2192937424,win,0.0,28.0,79.0,0.35,39.0,91.0,2.0,6.0,0.33,1.0,1.0,3.1,19.0,64.0,9.0,15.0,0.0,0.0,21.0,71.0,3.0,3.0,4.0,5.0
UFC Fight Night: Lewis vs. Nascimento: Joaquin Buckley v Nursulton Ruziboev,Joaquin Buckley,Nursulton Ruziboev,http://ufcstats.com/fighter-details/b9437600497350f3,win,1.0,86.0,156.0,0.55,113.0,187.0,4.0,4.0,1.0,0.0,1.0,5.5,70.0,137.0,14.0,17.0,2.0,2.0,15.0,50.0,0.0,0.0,71.0,106.0
UFC Fight Night: Lewis vs. Nascimento: Joaquin Buckley v Nursulton Ruziboev,Nursulton Ruziboev,Joaquin Buckley,http://ufcstats.com/fighter-details/49d2a08964c5eb11,loss,0.0,31.0,72.0,0.43,43.0,87.0,0.0,0.0,,0.0,1.0,0.5666666666666667,17.0,46.0,13.0,24.0,1.0,2.0,23.0,59.0,1.0,1.0,7.0,12.0
